eta,mi,S1
0.82400584,1.8620075,0.8455645
-0.03806617,1.4401786,0.4381709
0.4074663,0.61424315,0.44289652
0.9753363,2.6552038,0.6239652
-2.9504457,0.0048230467,0.09262761
-2.3246737,0.000560718,0.00578816
0.22081712,0.044308674,0.03978409
0.38346356,2.241488,0.7925662
0.6529245,1.7085651,0.37551978
0.9250426,2.3686297,0.5494097
1.0472331,3.4196851,0.8130248
0.18531953,0.0017330941,0.0016129517
-0.3856416,1.5026705,0.6863389
-0.19793083,1.1254894,0.14876208
0.17295548,1.4250625,0.35015845
0.15073708,2.1807094,0.9306256
-0.98514396,0.0026264254,0.0072948122
0.46263382,1.0583036,0.038468547
0.6202111,0.26854035,0.16680397
0.6554109,2.8468995,0.89021724
0.366644,2.4315605,0.91324663
-3.6027815,0.0010932076,0.040225834
-2.294213,0.0010286148,0.010302193
1.4729433,3.990392,0.7037584
-2.6082885,0.00194415,0.026582627
0.011647508,0.0040945145,0.004454728
0.8326791,3.1504407,0.87467283
1.1899585,3.6605253,0.7872863
-0.10413313,1.8130267,0.8326043
-0.8032792,0.049684945,0.11533452
0.8692397,2.7043974,0.6966429
0.815031,2.7133574,0.73128724
-0.5280597,0.39809752,0.68747145
0.50562596,0.94490266,0.60702914
0.48673153,2.1569672,0.68010855
0.5570079,1.2223396,0.13332061
-2.5945547,8.2456565e-05,0.0011123812
-2.4464014,0.062092233,0.7187082
0.9925719,3.8752382,0.9752272
0.7914767,2.7502975,0.75937134
-2.8607519,3.9413757e-05,0.0006926807
0.2054081,2.1411843,0.8593904
0.4549713,2.4430199,0.851762
0.97248286,3.772402,0.96250784
0.9113747,2.200598,0.49396408
-1.3292418,0.00021949262,0.00085121265
-0.038586795,1.9379029,0.8951246
-0.36681315,0.016489845,0.025404055
0.31161594,1.5455819,0.3932825
0.7010841,2.2895799,0.625449
0.02568458,1.2541875,0.24271908
0.17984092,2.1184177,0.8632905
0.5284603,2.789644,0.96482825
0.6971755,2.3216913,0.6414363
-1.953566,0.006413907,0.045854375
0.8813109,0.001337538,0.00068772293
-0.42692858,0.053113,0.086251155
0.24797243,2.177602,0.851349
0.53699845,2.5641637,0.85216177
-0.18669876,1.6604296,0.7392825
0.389574,0.9619764,0.68216527
-0.7708907,0.0039292267,0.008883205
0.6327162,1.1998414,0.6761493
0.5079676,1.9040905,0.5329394
0.8582469,2.7798703,0.7296492
0.31373045,2.4837315,0.9873325
-1.477407,0.0025505652,0.011427619
0.11426011,1.4423751,0.38352832
0.34603286,1.8563339,0.583216
-0.12229839,1.9710057,0.9977655
0.52796364,0.040220488,0.027633144
0.39316937,2.0179033,0.656344
-0.13603833,1.839123,0.8829347
-0.785976,0.0003385248,0.000776735
0.57082844,2.8962045,0.9778725
0.92470455,0.002113626,0.0010495076
-0.39983118,0.0006826177,0.0010863616
