1,2,3,4,5
1.0802923,1.0811988,1.1372036,1.0458902,1.1184388
1.2043046,1.0668703,1.1462829,1.0361559,0.9857163
1.0982672,1.0937862,1.0441265,1.0755031,1.0456426
1.1054771,1.1911184,1.1291478,1.1625328,1.0294945
1.1104809,1.1135625,1.0930163,1.078246,1.0990472
1.0714943,0.99826366,0.9940286,1.002082,1.0564523
1.1064419,1.1721162,1.1336414,1.1256393,1.1240776
1.15746,1.2305825,1.0728701,1.1230519,1.0585042
1.0049305,1.0818378,0.989857,1.0455049,0.998569
1.0591305,1.0968629,1.0583478,1.0192372,0.9857224
1.1765128,1.1498475,1.2807658,1.1117884,1.1210272
1.1302664,1.0843383,1.1703135,1.1102628,1.0142215
1.0038934,1.059903,1.0702715,1.0332167,0.9831951
1.1902016,1.0925733,1.0952964,1.0358843,1.0433751
1.1816462,1.116938,1.1078179,1.0156248,0.99634415
1.1444892,1.2496415,1.1021223,1.026203,1.091548
1.0719025,1.0402439,1.1166989,1.0339366,0.95621467
1.0652657,1.074435,1.1024804,1.0877008,1.0430231
1.1469836,1.0921774,1.0841023,1.1094557,1.0246984
1.0549525,1.0744591,1.0878106,0.98083204,0.9785011
1.1311773,1.0686911,1.1424522,1.03781,1.0240577
1.0907352,1.1285017,0.96165955,1.0429016,1.005404
1.186945,1.097149,1.1465124,1.0713354,1.0089455
1.1078185,1.1259736,1.0583701,1.061298,1.0625366
1.0113274,1.0336158,1.0467412,1.0762626,1.0704557
1.2092445,1.1699076,1.204983,1.1089666,1.07966
1.0733955,1.0793743,1.000828,0.9929867,0.97387826
1.1231581,1.2708418,1.1520932,1.1568005,1.0212795
1.1436788,1.1325648,1.1075484,1.0215476,1.1249607
1.1895661,1.1276578,1.0314329,1.0374322,1.0693208
1.1097414,1.0858523,1.0199444,1.0352314,1.0492008
1.065609,1.0980636,1.1064929,1.0623456,1.078648
1.1565986,1.1796888,1.1547533,1.1108907,1.0810466
1.0586339,1.0854923,1.0967288,1.0951896,0.9934988
1.1245345,1.1256576,1.1267745,1.0843053,0.9705099
1.156824,1.1329293,1.0856768,1.1354158,1.1256751
1.1416335,1.1094905,1.1596959,1.1083534,1.1392868
1.0499508,1.1008582,1.0602082,1.0644633,0.99996454
1.0423393,1.050951,0.9991148,1.0754486,0.9855684
1.123921,1.0559043,1.0659972,1.0436648,1.1751597
1.083227,1.094016,1.0987291,1.0257417,1.0941366
1.0519645,1.0196455,1.1510992,1.1297086,1.055487
1.1464854,1.0896769,1.2000701,1.0480925,0.9251617
1.060498,1.1264642,1.0622497,0.9827893,0.9864077
1.0742428,1.1362519,1.071485,1.0429502,1.1016238
1.1429409,1.1074711,1.1444649,1.0315614,1.1001468
1.1049887,1.10901,1.0937499,1.023936,1.0308051
1.2027093,1.0975068,1.1144553,1.0835831,1.0236833
1.1533021,1.0745361,1.0616084,1.0872778,1.0250641
1.106223,1.0966802,1.0600595,1.1134397,1.0689397
1.0225722,1.0289534,0.99288344,0.9761148,1.0860823
1.1351972,1.0577971,1.0509422,1.0667386,1.066963
1.1820681,1.0403959,1.0572776,1.0947475,1.0887609
1.1151081,1.12903,1.0161829,1.0367478,0.94659144
1.1603979,1.181343,1.1603224,1.1182883,1.0436884
1.1135803,1.1125239,1.1388985,1.0549908,1.0248637
1.037676,1.0615708,1.1220218,1.0663294,1.1308935
1.1169842,1.0415857,1.0484275,0.98988587,1.021138
1.0833516,1.0260174,1.0695686,1.0096347,1.0683134
1.1072208,1.0606589,1.0720983,1.0321516,0.9893952
1.0064764,1.1401726,1.0254765,1.0344291,1.0265318
1.0399241,1.0697229,1.1222036,1.1366969,0.97481817
1.0868057,1.0574107,1.143837,1.0381627,1.1023619
0.9685761,1.0162594,1.0167229,1.138603,1.1754925
1.1144695,1.0221679,1.158209,1.1599004,1.095315
1.0468537,1.1532243,1.1976793,1.1138134,1.0312779
1.0135877,1.0832163,1.1013083,1.0998021,0.99994874
1.1387736,1.1728095,1.0710311,1.0433401,0.98658407
1.0676097,0.9957494,1.0712986,0.96009374,1.0414784
1.1949364,1.1405337,1.0707135,1.1594726,1.0873001
1.064694,1.1268872,1.1129247,1.1593585,0.97371346
1.084851,1.093723,1.0348123,1.0778759,1.0789984
1.0956379,1.061871,1.0975493,1.1888182,1.0771502
1.0811622,1.0777453,1.1309556,1.0346545,1.0005721
1.1748006,1.1610211,1.1431408,1.1451699,1.082645
1.1547618,1.0392997,1.0319912,1.0220578,1.026436
1.0833849,1.1089205,1.118326,1.1741221,1.1767166
1.0664123,1.0254836,1.09871,1.0737835,1.0331489
1.039643,1.0518507,1.1289929,1.0939753,1.0289483
0.98083544,1.1028234,1.13374,1.0598582,1.0119362
1.0848527,1.0724996,1.1569483,1.0548244,1.04145
1.3002836,1.097678,1.0927191,1.0243938,0.99981403
1.09047,1.1027719,1.0870188,1.0736414,1.0322152
0.98827225,1.0302707,1.0987417,1.0772874,1.0494443
1.0705261,1.0877554,1.0267006,1.0767606,1.0066338
1.014866,1.0986757,1.0773268,1.0714681,0.8954366
1.1091156,1.1382445,1.1610082,1.0466678,1.0411042
0.99758583,1.0781856,1.0008082,0.9576953,0.9821889
1.1609554,1.0735122,1.0309436,1.1270351,0.9665434
1.0459745,1.283894,1.1391411,1.1224158,1.1190398
1.1153684,1.0511224,1.1499895,1.0896007,0.98780346
1.086432,1.0268661,1.142276,1.0683107,1.0704426
1.0893232,1.0894392,1.0997648,1.0897105,1.0901934
1.2469544,1.1035016,0.9923436,1.0462881,0.95529777
1.0599278,1.0890545,1.153873,1.0161155,1.1257116
1.1438111,1.075567,1.1238679,1.0850265,0.99483335
1.091255,1.0995445,1.0700086,1.088119,1.0519391
1.0883958,1.1405995,1.1428436,1.0081487,1.0023379
1.161374,1.1391183,1.0840416,1.0747988,0.97829115
1.075781,1.0904608,0.99559045,1.133317,1.063315
