eta,mi,S1
0.44386032,1.3119857,0.20452163
-1.4522444,0.050491806,0.21967602
-0.5680879,0.0006482671,0.001208868
0.49333012,0.015229218,0.010805269
0.3488876,0.62054527,0.47062755
0.54305935,1.5525752,0.3257162
0.73336565,2.069248,0.5140947
-2.1078017,0.0003822541,0.0031841046
-0.3139864,1.0179771,0.023966292
-0.69818914,0.0016551102,0.0034918857
-0.022795677,0.065300636,0.072860576
1.1423378,3.366905,0.74205965
-0.42080534,1.5590866,0.78509873
0.628187,2.679009,0.83898526
-2.1355634,0.11276447,0.9547026
0.15043412,1.7351532,0.6016051
1.09688,3.3693128,0.7689785
-2.1339457,0.07265561,0.6165901
-1.319185,0.0020737448,0.0079622995
0.17958921,1.6826911,0.54673606
0.039520614,2.1443431,1.0
0.51320356,1.7460175,0.4436815
0.52895385,2.3921623,0.77428573
-0.06826179,1.7791619,0.7743526
1.1020466,3.9961827,0.9251963
0.92672664,3.162142,0.81452733
-2.6075342,0.00024412421,0.0033360124
-2.7865632,0.0008087419,0.013201774
0.52065396,1.0860509,0.053879112
-0.65849876,0.07607403,0.15340702
-3.130052,0.009885957,0.22690725
0.7336332,3.1515942,0.94914097
0.24268147,2.343656,0.96283674
-0.05677303,0.66830903,0.72568166
-0.44725963,1.6071901,0.8704748
0.17544135,1.6409518,0.5170618
0.96036613,2.56055,0.59978247
-0.14695011,1.5395539,0.58834034
1.0960907,3.9808648,0.9257058
0.77114546,1.4724387,0.23163228
-2.5532587,0.00019724737,0.0025540872
-0.17522396,0.07879737,0.1009722
0.3377354,2.5074058,0.98029906
-0.7542389,0.017295234,0.038432594
0.73353624,3.0970845,0.9290197
-3.721299,0.007525536,0.31145847
2.081614,8.784082,0.93127096
0.61082387,1.7119098,0.9397209
-0.7196961,0.028210502,0.06058911
1.0887527,4.1729145,0.97750473
-0.33994433,0.040840305,0.061209347
1.327511,4.6983852,0.91875064
-3.6612456,2.3260856e-05,0.00090739876
1.0547038,3.9579484,0.95002145
0.7928923,2.09412,0.49986148
-0.72976005,1.4733422,0.8971419
-1.6649297,0.00022776912,0.0012265777
0.4723696,1.0062132,0.00408441
1.4121825,3.6750426,0.6721545
-1.0317367,0.0039540213,0.011485587
-0.4125466,1.4753277,0.6671629
-3.4871495,5.721821e-05,0.0018763245
-0.35186064,1.4135408,0.5513533
-0.49533665,1.2325528,0.36045787
0.48322695,1.3230706,0.20451497
0.7601182,3.0475867,0.8907649
-3.3637989,0.019703409,0.5702509
-1.4403542,0.021634929,0.093308434
0.7481381,1.7954035,0.38655952
1.1189198,2.3781266,0.47499382
0.7379906,2.856783,0.83485675
0.9586272,2.9889388,0.74023795
-1.3161237,1.0849205,0.29333153
0.7085043,3.0551758,0.93253833
-2.9866138,0.00013965312,0.002781636
0.24378076,1.9533613,0.7047781
-0.92912656,0.024373911,0.06400336
0.075720236,1.4203482,0.37803522
-0.47108236,0.025366336,0.043057356
-0.084326155,0.19250293,0.22437114
-0.24842583,0.4312224,0.57131547
2.1212583,10.055123,0.99278706
0.6199404,1.8263774,0.44579113
-1.472779,1.1735296,0.6928644
-0.5771717,0.11404888,0.21210623
-0.3016653,0.000940805,0.0013660226
0.6672796,2.1247454,0.56874114
0.48882946,0.3863158,0.26532605
-2.856527,0.00065980916,0.01154655
0.68197364,2.944098,0.909589
-2.0673838,1.1325932,0.95331883
-3.0695014,0.00054030586,0.011686814
-0.91056377,0.15616472,0.39758983
-0.32904282,0.0014659379,0.0021833957
-0.06937899,0.003430254,0.004018339
0.7581402,1.7499375,0.36286768
0.36674502,0.23321554,0.18072203
-0.44089156,0.01611743,0.026616815
1.5407047,4.857743,0.8158836
1.0607833,3.2730875,0.76411504
0.28672144,1.1856103,0.1411658
0.1780777,2.1278942,0.8712959
1.2622666,3.4790416,0.70442855
-1.4905152,0.00018980187,0.00086156686
0.43030015,1.687453,0.44133273
0.65782654,2.5431728,0.760289
0.3765694,2.3805563,0.87670475
0.07464804,0.023725176,0.024333412
0.42451307,0.032106776,0.024133855
-0.9679082,0.0013857121,0.0037858395
-0.38406146,0.002417657,0.00379054
-0.38942644,0.6566366,0.9711761
-0.2247281,0.004718612,0.0063764704
0.15909182,0.015598354,0.014840804
1.2935021,4.995857,0.9973974
1.0605083,0.3062031,0.13259223
-0.5490024,0.006570657,0.012026418
-1.4456018,0.080137916,0.34538376
-2.6605732,0.039312713,0.564062
0.06358022,0.08537068,0.087898426
0.04328546,1.5745685,0.52501774
