eta,mi,S1
0.9304918,2.204832,0.48802024
0.08451602,1.8330381,0.717339
0.4266901,2.1752439,0.7265282
0.065135464,1.010206,0.9514114
0.00460413,0.018764997,0.020516798
-0.15061015,0.004466241,0.005636306
0.09741732,2.198279,0.9893849
0.84570783,0.60920227,0.3039082
-1.2638549,0.01854722,0.06736908
-4.312635,0.007462085,0.5572772
1.5148623,4.797475,0.82080114
1.8331717,7.6500793,0.97925496
0.9413663,2.5085545,0.59106284
1.1571189,3.1768713,0.68458974
-1.9310071,1.1297157,0.8154293
-4.0991135,0.0039917226,0.24095124
-3.527865,0.00029247208,0.009987976
-0.101159,1.5299432,0.5545138
0.72868246,3.0487123,0.9146234
-0.8865489,1.1984243,0.44771188
1.3839276,4.4820094,0.8429535
-3.4454002,0.0005101029,0.016044892
0.32731846,2.0413525,0.70988584
-0.8590311,0.07085183,0.17313065
1.4588807,4.3701153,0.7797787
0.3105819,2.253342,0.8520608
-0.4074095,0.10270984,0.16296181
-0.62147695,0.06671208,0.1300002
0.83850133,3.3469307,0.9361009
0.93190604,2.3768072,0.54931027
1.0797708,3.9274201,0.9241544
0.6579397,2.028447,0.52832687
-0.4960664,0.0037018182,0.0064471015
0.8322647,3.1041942,0.85917234
0.8277121,2.7526784,0.73809785
-0.6496387,0.007906004,0.015916819
-4.0975347,0.0008159462,0.049190775
-4.1702104,9.6433396e-05,0.006251627
1.1993105,3.546093,0.75446606
-3.4868536,0.00053489686,0.01753456
0.54768723,1.1302477,0.079373926
-1.7669753,0.0008426423,0.00501593
1.0374594,2.5940914,0.57509625
-1.2805516,0.110548615,0.4044071
0.28314632,2.180492,0.82709545
1.2979646,4.7146273,0.94183797
-0.18469927,0.0042105503,0.005483434
0.35492525,1.7109978,0.48643997
1.4182152,5.205754,0.9463399
-0.23135173,1.6529336,0.76220036
0.87957335,3.0385487,0.80512863
1.0545337,1.6705251,0.6417774
1.3261548,4.4328156,0.8693251
0.8690778,2.475363,0.61418027
-4.949129,0.0017876211,0.2522813
1.0547731,2.3671095,0.4955371
1.4047328,2.8908153,0.774646
-0.51582676,0.080718964,0.14213073
-1.5648786,1.1773131,0.774479
-0.7866939,0.15653454,0.35388315
-0.738496,0.25055903,0.53599244
0.55849814,2.5466995,0.8284941
0.65299946,1.6175545,0.32982987
-1.9326575,1.1486046,0.93410647
1.1640468,4.3703213,0.96679413
1.064047,3.5053034,0.8256029
-3.2067304,0.00033768767,0.008373763
-0.5434937,0.03153033,0.057268098
-1.745919,0.027660243,0.16084658
-2.6801372,0.00037980353,0.0055779987
0.13274667,1.553379,0.46733057
-0.013718234,1.9366632,0.8740025
-0.61166084,0.07821291,0.15082638
0.5251114,2.03261,0.59341985
-3.695075,0.0023680897,0.095526464
0.34419402,1.3578851,0.2548488
-0.6155108,0.023070935,0.04489862
-0.7060933,1.4327779,0.8048019
-1.5181262,0.081672944,0.37780964
1.085274,1.9329113,0.7091701
0.33333018,1.5221,0.36999518
1.2369058,4.2082634,0.88126475
-2.4401665,0.0006202791,0.0071792547
1.0201279,3.5127127,0.8563986
-0.017909136,0.9533605,0.9731481
-0.42206347,0.010183384,0.016532235
-1.1567166,0.0033049167,0.010834817
0.4811295,2.4696355,0.8463142
0.28320497,2.1215572,0.7895834
0.5928915,2.1802702,0.63249326
0.1813002,1.6182675,0.49712765
-0.029363504,0.82153714,0.8577078
-0.1070073,1.4255564,0.45177263
-0.90930736,0.003459965,0.008932623
-0.5625232,1.6250918,0.9975018
1.3961252,4.91711,0.9126489
1.3684126,5.068316,0.9571483
1.3094102,4.243348,0.8424785
-0.5400299,1.5396086,0.84921473
-0.54625165,0.1326298,0.23911259
0.19017412,1.8139601,0.6385586
1.6818122,6.633085,0.9687127
-4.2357974,0.0020725336,0.14342436
1.2620735,1.981293,0.31373942
-4.1180596,0.0037652256,0.23162445
-3.5044234,0.00039862344,0.013298448
0.5290797,1.2873214,0.78597355
1.7376475,6.362921,0.9043686
1.0219728,3.0638137,0.7265225
1.3830856,2.1898084,0.34240806
0.42289197,1.3228317,0.21530494
0.3458811,1.5879979,0.40979055
0.58130616,2.9471798,0.9913492
-0.40210995,0.038972676,0.061919156
-0.85222316,1.0424455,0.09397654
0.5344449,2.3928201,0.77098423
-1.3896329,0.0020362474,0.008374147
0.33921194,2.5213008,0.9869587
-4.1580024,0.0035119394,0.2248385
1.9279048,7.7978005,0.9374967
0.3627933,1.2017182,0.14329346
-3.4539936,9.135153e-05,0.0028982328
0.6350288,2.4906297,0.75174576
0.19803947,1.7356697,0.5769286
-3.3089242,0.0008178993,0.022454144
0.31227487,1.1935647,0.8869235
0.28665102,1.676842,0.49314645
-0.5927607,0.017900165,0.034109924
0.9418578,2.4445827,0.5686853
-1.3878055,0.014746972,0.060462628
-0.27376294,0.015060898,0.021277664
0.114596814,0.013075456,0.012950332
0.030003985,0.34515727,0.35714364
0.7135507,2.8717003,0.857788
-0.10820012,0.020827731,0.025237938
0.016956419,0.10871012,0.116487004
1.4654508,5.6650443,0.98563886
0.37472188,1.6284838,0.42560893
0.05975932,0.045367077,0.0470586
-2.096538,0.0037409926,0.030806582
0.37561733,2.0724826,0.69902706
-0.22941275,0.15851256,0.21187949
1.0392116,4.059334,0.9873313
0.96855813,2.1226199,0.83981204
0.6203832,2.2541537,0.6526945
0.69101757,2.6206508,0.77184445
-1.4900016,0.081256956,0.36569956
0.2619253,2.0407863,0.75164104
0.02390568,1.9794714,0.88007325
0.4998153,2.8066204,0.9968555
0.6872433,2.642119,0.7832019
0.25938556,0.66321087,0.5420555
0.913649,3.2042196,0.8364311
-0.08978263,0.16081515,0.18896425
0.47168407,2.5699134,0.9041748
1.4471619,3.894989,0.6984585
1.3299378,4.970207,0.9666636
