eta,mi,S1
-0.061135195,1.2768965,0.25088945
1.2154288,2.8588514,0.9605805
-3.4147573,0.00020724568,0.006508148
1.053792,5.76844,0.9501128
-2.25169,0.00026480935,0.0027807634
1.4264076,4.9734454,0.8249424
0.45363882,0.007088752,0.011510725
0.4736632,0.004082567,0.006597914
0.10576376,0.002303954,0.0043666163
1.2084378,5.137371,0.87546486
1.3713615,0.05808777,0.068830006
-0.3960117,0.24207635,0.48449063
0.9506999,6.169132,0.99968153
1.4378829,4.2306046,0.76428
1.8521351,0.02299075,0.026000274
0.6033928,4.189765,0.95079756
0.008199096,1.0445701,0.04342054
0.75606763,0.032373596,0.04608147
1.7275878,0.0025197119,0.002960038
0.19255394,0.0031416272,0.0057150437
0.7581105,0.0011348116,0.0016646396
1.8181175,2.1210418,0.7899134
0.6142481,0.00093115465,0.0014336187
-0.6111521,0.025120797,0.069657356
0.43048826,0.0014035865,0.00231294
0.88984704,0.0013979981,0.0019694285
1.0624425,1.4946233,0.26680198
-0.14699778,0.8248747,0.9756119
-0.5168111,2.078289,0.93760735
1.5065854,1.2723013,0.68403196
1.6978824,6.564203,0.870263
-0.614702,0.06519716,0.17438422
0.5318754,0.4917392,0.52330667
0.65475494,4.1383915,0.92811215
-0.7044867,1.6793916,0.76646894
0.5963397,1.118757,0.8188741
0.101192325,0.081138656,0.14287572
2.5189486,11.007687,0.99055654
0.57015646,3.6870222,0.89744914
0.7501664,5.234705,1.0
-1.4412243,1.4554448,0.9693128
1.9816725,7.770651,0.8783735
0.43699998,4.053465,0.99454856
-0.052990526,0.0099770995,0.020294668
1.7136471,6.7460766,0.87548345
0.9107836,0.004321631,0.006033754
-0.9311894,1.5689701,0.78348374
1.334981,0.012627097,0.015751192
0.22822937,0.07371595,0.12330035
0.05444029,0.004689574,0.0090880515
0.43228912,1.9193599,0.51930714
-0.2054915,0.011993731,0.02640686
0.20692047,0.0034018075,0.0061468533
0.7042762,1.3708041,0.23374106
0.54434264,4.4190626,0.997014
0.3561262,3.7255602,0.98073024
-0.4113958,0.0010636013,0.0026656582
1.4292762,0.05300771,0.06239471
1.310566,0.72696763,0.5344669
0.13414448,1.5600009,0.4100394
-1.411531,1.4672686,0.9662962
0.30076087,0.00259708,0.004507873
0.29284507,0.27854463,0.38041478
0.6218472,2.511879,0.66166425
0.47673458,3.1720788,0.84382904
1.5663574,9.009605,0.9672755
-2.0030398,0.0039725313,0.03328294
1.189256,7.471095,0.9964715
-1.9178598,0.005016765,0.038967267
-1.0298803,1.3777801,0.60385746
0.19865546,0.059003644,0.101394124
2.9345508,0.047777068,0.048022274
-0.6814544,0.48490548,0.97207713
0.4088441,0.002873807,0.004769509
-2.369555,0.00040450846,0.0047278567
0.37059033,3.094797,0.8647294
0.22795393,0.009171895,0.016324474
-0.19967045,0.0025991187,0.0057576788
2.0035331,1.8169371,0.32911903
1.3483093,5.556629,0.875433
0.18339017,0.09583404,0.16025278
-0.48778617,2.2116542,0.9917267
0.99094975,3.1331992,0.7077069
1.5733576,0.0042892084,0.0051564495
0.32075173,0.009384272,0.01604298
0.9320179,0.1359982,0.16685645
1.5891964,10.274851,0.990501
0.7389867,0.0013995778,0.0020651226
0.47258657,1.4528565,0.2997166
1.1770818,7.075734,0.9841996
0.1922923,2.4493394,0.766854
-0.38184738,1.5432668,0.52654576
1.2152723,0.0034715561,0.0044857487
0.4641587,0.014015215,0.022510583
0.990032,0.39340836,0.38724115
2.6909232,28.14458,0.994541
1.490859,3.9421675,0.72937274
0.9465922,3.7062447,0.79818064
1.3289539,0.0045019183,0.005668301
1.910274,8.573505,0.90820295
-0.86846584,1.0223892,0.037454788
-0.82406604,0.13197042,0.38236868
-0.47932488,0.0048753694,0.012687158
-0.6580893,0.07544591,0.20562583
1.1132567,1.1314348,0.70520425
0.7165718,2.648238,0.6724552
0.53126776,1.2608355,0.18319339
0.7787181,3.0645986,0.7410909
0.9126627,0.42225757,0.41608113
1.4069183,1.1015649,0.060163643
2.0093825,0.39416927,0.3206326
-0.29912007,0.03454274,0.07842068
-0.58572894,1.7009525,0.7256971
2.2076993,4.9633884,0.7376974
0.098311394,0.0020995226,0.003994074
0.8732052,0.001056313,0.0014958607
0.5739931,1.6302872,0.96893674
2.0219972,10.479626,0.9351037
0.27745086,2.3077497,0.69492817
1.2566483,2.8951912,0.62502056
1.0137341,0.016230421,0.021766534
-0.65244436,0.46732032,0.9300507
-0.23721111,1.7048945,0.590964
0.19187197,0.00090198696,0.0016450145
