eta,mi,S1
1.9183974,1.955911,0.28721008
0.40135306,2.305082,0.87363976
-1.5343928,0.13134904,0.60926366
-0.23178469,1.5718906,0.7210673
0.4272584,0.6787675,0.44275668
0.15746675,0.4561331,0.38967687
1.0973827,3.2287476,0.74382997
0.47218037,1.8956604,0.55857056
-0.686547,0.0077592195,0.015416351
1.9870112,7.714188,0.92054605
0.6290206,2.0564003,0.5631815
0.6618102,2.3146844,0.67826754
-0.1475624,1.8457856,0.9802704
-0.048497036,1.7471898,0.78431934
-0.3700455,1.4607167,0.667026
-0.26765448,0.015159697,0.01981214
1.0301661,3.6087165,0.93117523
-0.61412925,1.4764607,0.8805217
-0.39317968,0.020822687,0.030852653
-1.6191006,0.016722914,0.08442642
0.31072593,0.38886747,0.28500667
-0.20343804,1.7612739,0.93302435
-1.9397193,0.0038655,0.026891503
0.84854174,0.0694005,0.029706098
-0.9199579,0.0088171,0.022123734
-0.47526306,0.017698135,0.02846634
0.596458,1.4650635,0.8068968
-0.11599144,0.074709155,0.083897345
0.52353394,2.575973,0.9336429
-0.8359103,0.017413538,0.040171523
1.555573,5.0919895,0.86368966
-0.11788237,1.461346,0.5190658
0.7840105,2.7049422,0.77842766
1.1466495,2.1713328,0.6898313
0.8996113,3.0442345,0.8314469
-2.0822113,0.047107205,0.37790287
0.05193405,1.9129868,0.8667819
0.6317886,2.6749313,0.8904606
0.1966587,1.3526056,0.28965524
0.23551595,0.11375086,0.089881726
-2.8840003,0.018450804,0.33000514
-0.07948357,1.829658,0.8982938
-0.27081504,1.5381598,0.70554507
-0.7486945,0.08430411,0.17823896
0.36782736,1.568403,0.39346945
1.0006437,2.4056792,0.5167877
0.76784,2.9616644,0.91024023
1.18798,0.17207636,0.052455135
0.61344796,2.0948586,0.5928448
0.08393861,0.3535619,0.32509583
-0.3654615,1.4051237,0.58385587
0.42002118,1.5873289,0.38589448
0.83565015,1.9603244,0.8499819
0.109128274,2.1153054,1.0
-2.1775112,1.0441775,0.3898369
0.6196023,1.3363883,0.1810302
0.27679983,0.13929994,0.1056181
-1.542994,0.012058996,0.05641894
0.4142183,2.3829012,0.9138996
0.7461406,1.9100773,0.9057455
1.0063031,2.0283918,0.37594715
0.67935455,2.7500238,0.88716435
-2.534058,0.004689135,0.059104454
1.3794127,4.397707,0.8552925
-0.15494476,0.019588262,0.022871127
-3.1606224,1.0391666,0.92375314
-0.13106191,1.2431217,0.2771681
0.89675546,0.70180345,0.2862593
-0.088253796,1.8430965,0.920885
-0.41569033,0.4232363,0.6413793
-0.37677875,0.6179169,0.90066445
-0.4335789,0.022202134,0.034252767
-0.0849033,1.9145813,0.99562407
0.8382792,2.6389809,0.708784
0.7309226,2.8152702,0.87398833
0.31493208,0.21932293,0.16007032
0.9072654,3.3310208,0.9408617
-2.257631,0.008412243,0.080424525
-0.2640657,0.018536357,0.024138302
1.3416623,0.15349403,0.04012499
0.9234262,1.8791215,0.34914836
0.6545719,0.16461663,0.08554542
-3.0479088,0.012784822,0.26939195
-0.3757593,0.12155451,0.1769951
-2.1280437,0.0033880689,0.028454427
1.2052274,4.1134396,0.9328608
-2.6441817,0.038933087,0.5478635
1.1543918,3.819724,0.88891584
0.0444931,0.930519,0.89002484
1.0381664,2.2581716,0.44552276
0.94005454,3.1464305,0.8384097
0.7181602,1.5588841,0.27253905
0.12443703,1.6335533,0.5594236
1.2892699,4.0871553,0.8504244
0.4149301,1.413629,0.27315497
-2.715847,0.001662681,0.02513543
-2.9780557,0.001517393,0.02981613
-1.2432532,1.232245,0.80516386
-2.0297384,0.01828884,0.1392164
-0.31521887,0.06591208,0.09033642
0.2296949,0.5109379,0.40608123
-0.015068039,0.023586899,0.023944998
0.43713194,1.3354627,0.86255693
0.79112446,0.22511613,0.10205297
1.422456,4.3755755,0.8139224
-0.35543913,0.29583594,0.42210084
0.4920842,2.5016992,0.9180652
-2.5513172,0.0018638072,0.023901435
-3.7033403,0.0034960313,0.14187817
0.8934964,2.1099918,0.863456
0.79466856,0.9271999,0.41884488
0.9002887,2.0621934,0.43173093
0.15665281,1.8083642,0.69115204
1.0384437,0.04802899,0.017002512
-1.6318055,0.17509826,0.8952946
1.5722041,1.386946,0.080325
-0.24669117,1.464999,0.59509814
0.92103726,3.2976131,0.91469324
-0.019287884,1.8268967,0.8430006
0.5057038,2.0897293,0.65719503
0.4020726,1.4919624,0.32908955
-0.41490674,0.045521222,0.068929575
0.69844484,2.9281163,0.9589644
-0.11418128,0.1457441,0.16337264
