eta,mi,S1
0.3821536,1.8257928,0.5635129
-0.31140813,0.062666975,0.085562125
0.33609346,1.8725057,0.6234544
-1.3000069,0.16600269,0.6091173
-0.22432126,0.032739196,0.040972225
0.45847428,2.231445,0.77857816
0.77084994,2.6863384,0.7801335
0.1629402,1.455298,0.38684022
0.4017804,2.378828,0.922612
0.19764069,1.537385,0.44101286
-0.029316723,0.22361407,0.23026673
-1.5764765,0.001049252,0.0050761546
-0.3389941,0.031291492,0.04391871
0.47690767,2.4470186,0.8981643
-0.43832725,1.3071326,0.47608995
-0.20425698,1.784215,0.96192837
0.6212479,2.3533814,0.7271361
0.17149985,1.1150721,0.096936844
0.6731242,2.9030504,0.9707696
-1.7946062,0.001199635,0.0072183283
-0.9751711,1.2893236,0.7671766
-1.5973833,0.02631082,0.12997779
0.76874936,1.9577029,0.44398385
1.2522084,3.3012257,0.6578578
0.8202759,2.7184067,0.7566318
-0.297603,1.6450405,0.8686289
-0.9021338,0.02234893,0.055086914
0.087777,0.61091113,0.55957323
0.34910548,1.413125,0.2913849
0.8901543,2.4407163,0.5915472
1.2277668,3.2627258,0.9558027
-3.0032697,0.02931153,0.590666
0.9349339,0.95556235,0.37516505
0.36969316,1.355443,0.93653834
0.65488064,2.831113,0.9512707
0.27828065,0.115516506,0.08745573
-0.52960443,0.011010897,0.01869937
0.37134457,2.0583,0.7300219
-0.49593252,1.2316653,0.380401
0.9367004,3.0503583,0.80357414
-2.6403782,0.008651626,0.121282876
0.6978234,2.1093707,0.55209756
0.62216973,0.1346122,0.07225694
0.16706297,1.4672511,0.3953627
-0.36171573,1.0169672,0.024361292
-3.2427685,0.0016580321,0.0424531
-0.41328442,0.052471865,0.079325646
1.3836259,2.7588449,0.44088617
0.9294091,1.8488276,0.7298929
-1.2936132,1.2024348,0.73806417
0.31796896,1.3212469,0.23374738
0.39291763,0.06978598,0.047111426
-2.7117019,0.0013041348,0.019633586
-0.67260885,0.0345386,0.067672946
0.5094683,2.1655722,0.70029324
-0.07396924,1.012329,0.013275582
0.9930254,0.26979044,0.09994501
0.64700776,0.9613471,0.5033711
0.89135253,1.1846952,0.075743645
-0.36572728,1.2216572,0.31953254
-0.93529606,0.07040089,0.17937922
-0.48712656,0.0053291423,0.008673886
