eta,mi,S1
0.643381,4.780941,0.99773955
-0.12461459,1.4743717,0.40887067
-0.31112105,0.21968956,0.42597377
-0.15345088,0.026074022,0.055037387
0.93572783,5.728818,0.9784682
-0.13971563,1.3520591,0.32180673
0.6285795,3.3535564,0.8289368
0.2694394,1.1061482,0.08889456
0.7916156,2.5957847,0.64488125
-0.30190623,0.008662842,0.020203747
0.30447367,0.008255979,0.014227397
0.6509732,2.4639473,0.6430385
0.1930646,0.0004947119,0.00090212026
0.07858123,1.7517898,0.52575403
-0.3602713,1.0283961,0.03407042
-0.55754375,2.0512464,0.9462099
0.3410944,3.3718743,0.92826486
0.021101981,0.1772699,0.29801005
0.36620754,2.7680597,0.79456264
1.0318025,2.0618129,0.4703765
1.1417009,0.4363075,0.40075666
-0.13447529,0.008190125,0.017416464
0.019505206,0.21583764,0.3516145
0.36081144,0.00047427704,0.00080451893
0.6439965,0.37567914,0.41650832
0.38322234,0.018602386,0.030711604
-0.40895632,0.07918027,0.1838118
0.6526711,0.010446209,0.015720839
0.793639,0.25928277,0.2990031
-0.2923835,1.9184766,0.736303
0.014184497,0.21805875,0.35552168
0.1986397,0.44915098,0.56404424
0.26384515,0.011807914,0.020633843
0.65169984,0.06480187,0.09257493
0.37931812,2.8855898,0.81736666
0.20372742,2.505732,0.779847
0.002436895,0.45336944,0.6231282
-0.2512,1.3195814,0.3148951
0.7305895,0.1902994,0.23687516
0.7507321,3.0874453,0.75175637
-0.33040988,0.23096742,0.44872627
0.6478062,2.9681811,0.7554893
0.5100999,0.0007797616,0.0012469857
-0.25191495,2.5509467,0.99866855
0.612129,0.6995802,0.6347975
0.503584,0.179133,0.24373329
-0.18349108,0.41749078,0.64837533
-0.46267778,1.427841,0.45612124
0.4753741,2.0022845,0.5413734
0.48674566,0.007332484,0.011753021
0.03511692,1.6702538,0.4933534
-0.3664516,0.10306233,0.22821985
0.5486511,3.7741172,0.9167777
0.66826934,0.0030874372,0.004655668
0.74504924,0.2514846,0.29634172
0.48002523,0.0017490824,0.0028264148
-0.36198723,1.481307,0.47255367
-0.329882,1.3344623,0.34253445
-0.32908154,0.0009344455,0.0022309513
0.7120102,2.788605,0.7037409
1.1373899,3.3265398,0.7101648
-0.41522515,2.140837,0.9134113
1.4758346,1.2530357,0.6832845
-1.0785794,1.4982691,0.7859159
0.3515534,0.078217916,0.12358504
0.18435799,1.6859102,0.46775177
0.08671868,1.9913712,0.63529193
0.24820337,0.0057082544,0.0101041645
-0.11276475,2.1999507,0.7947428
0.34197173,0.016087297,0.027079565
1.165166,5.0148826,0.87566257
0.63373184,4.674717,0.9911597
0.19796665,0.00060291786,0.0010968887
-0.13369037,2.0461478,0.7359904
0.46073112,2.418191,0.6766203
0.9859155,1.9282892,0.43528196
-0.06145031,2.047117,0.70906293
1.0498177,0.0036972468,0.004972903
0.8441493,2.0489872,0.49195707
-0.08964805,2.4851208,0.89223015
1.0592742,0.06747955,0.085130624
0.48190573,3.008327,0.81048286
0.48508656,3.7605462,0.9368798
0.21108827,2.1041164,0.6437008
0.60350096,3.561829,0.86870354
-0.018308267,0.4992231,0.6721283
0.5284301,0.00788372,0.0124333855
0.10138987,2.3637612,0.7717639
0.41099137,0.9603388,0.81467366
0.03641592,3.0520196,0.99472797
1.02772,6.446687,0.9931438
0.42773172,1.4075439,0.9658155
0.280051,0.00031729208,0.0005569074
0.6496467,2.4326463,0.63531667
-0.3024106,0.28913438,0.5277704
0.69053566,4.86706,0.9895324
0.49775818,0.03970986,0.061410557
-0.07238924,1.3318458,0.2953044
-0.13597748,2.3473601,0.8636572
0.3088033,2.0504508,0.5972309
1.3996329,0.008613832,0.010647045
0.36535236,1.2993783,0.22055197
-0.09975475,1.0574449,0.05876994
-0.3913237,1.6602503,0.61525
0.27823675,2.254986,0.6774708
0.82669765,4.72441,0.9352594
0.050634574,0.008046998,0.015571381
0.055551317,1.9604571,0.63132626
0.02995262,3.0062604,0.9867854
0.54181457,3.3471296,0.853997
0.91493684,5.3184686,0.957225
0.70057845,0.026629847,0.03881262
0.68787205,0.33655488,0.37837753
0.3340214,1.2332082,0.17920145
1.0708295,0.21418247,0.23685727
0.7008238,2.849953,0.7189324
0.09418534,1.6339405,0.4597289
1.1000202,3.8557446,0.7838798
-0.30698034,2.446205,0.9900896
-0.08357507,2.408543,0.86249894
0.28003904,1.4305897,0.3110396
1.3819164,8.562254,0.98942286
-0.39163572,2.0773015,0.86798775
0.12372377,0.0011591355,0.0021808473
-0.19012886,0.00033112365,0.0007313442
-0.17797302,0.00520029,0.011354514
1.0351362,3.558296,0.76057947
0.3878799,2.697946,0.7706959
-0.34131745,1.9986155,0.8015257
-0.4066763,0.00055184716,0.0013798596
0.5612404,1.2938946,0.20121315
0.38498077,2.8822002,0.81473625
0.24544102,0.25353912,0.36049756
-0.01831857,0.30578667,0.4726856
-0.4203179,0.02569847,0.06319888
0.2701749,1.4074576,0.29842603
-0.20336327,1.2399552,0.23840852
0.99987113,0.044378735,0.05812725
0.7029039,0.0054746177,0.008140781
0.1947364,0.0015634611,0.0028458212
0.16629848,2.3250344,0.7359517
0.82926273,0.0052328394,0.0074771713
0.18898273,0.0029561887,0.0053873975
0.5588285,0.0014247939,0.0022364166
1.0302042,3.6239038,0.7700127
0.23518386,1.5981852,0.41221312
-0.008705754,0.050920136,0.09732947
-0.30743077,1.7549788,0.646718
0.59153026,4.111159,0.945602
0.7797814,3.1546988,0.75640666
-0.42936862,1.3729985,0.39866498
-0.3189499,1.5736079,0.52949417
0.5456578,0.17365965,0.23370367
1.3693483,5.528913,0.8700517
0.44906628,2.7218463,0.75789523
-0.049010344,1.8315889,0.60211754
5.0142407e-06,2.5613174,0.876818
0.6383426,1.6935964,0.3935003
0.82987106,3.193901,0.7512512
0.5723391,1.5230362,0.32426623
0.57954526,3.2823584,0.8315111
-0.42675054,2.1355805,0.91708595
-0.67387795,0.0036756026,0.010846644
0.45390472,1.3593827,0.24906611
-0.69429964,1.7952256,0.85413885
0.57598704,2.9929128,0.77968854
-0.5986682,1.901301,0.8759494
0.84017414,5.574632,0.99613255
-0.26523677,0.44744983,0.7121545
0.7057406,0.009434798,0.013961438
-0.3263449,0.017313188,0.040604427
-0.47053948,0.21311557,0.45690888
1.0692632,1.9708323,0.43896168
0.94893736,2.2498345,0.5334766
-0.74421495,0.00023300723,0.0007232696
0.75749356,0.04463573,0.06276136
0.67416507,3.1501422,0.7820974
0.04976463,3.0425441,0.98599535
0.79889023,0.0146455,0.02092697
0.10794161,0.02670059,0.049351465
0.86774796,4.5837846,0.9113177
0.45273992,4.021042,0.9842723
0.44436318,1.6021264,0.37977767
0.18132229,1.5582926,0.40026757
1.3937223,4.566598,0.7997073
0.18182842,0.0028632998,0.005235569
-0.39359474,0.01298589,0.03182164
0.6482973,3.981515,0.91150075
0.7636151,0.022248248,0.031905618
1.2716092,6.7324967,0.9492115
0.6453434,4.259141,0.94473666
0.5850353,0.19928941,0.25874555
0.67258805,0.00046700906,0.00070503465
-0.0747433,0.1599477,0.2864858
0.86734635,1.5356929,0.30000427
-0.28352994,0.018423453,0.042110454
-0.041273277,1.5978795,0.46998015
-0.05581075,0.0002760977,0.00056788593
0.43800586,3.6620824,0.9394906
0.4507936,3.3708467,0.8880124
0.2644897,0.00035578795,0.00062866625
0.2054495,2.3433418,0.7289711
1.1657763,1.3554052,0.75479954
-0.23886101,0.0006059893,0.0013746427
-0.107109785,2.770052,0.99208707
-0.1924925,0.6833215,0.8980399
1.4607913,0.059890125,0.06961833
0.27899075,1.185338,0.14897239
0.048057236,0.007235843,0.014030651
0.28722936,0.19158402,0.28142127
-0.0083599305,0.6971171,0.8249793
0.10520276,2.0404963,0.6502526
0.75860137,1.3537481,0.22067599
-0.32034746,1.5464205,0.5101957
0.8538038,4.4147186,0.8991565
0.5568535,0.0076304604,0.0119118905
0.5361445,4.1437006,0.9687118
0.057878334,3.0297337,0.9790535
0.9426167,3.341306,0.74942774
0.3948906,3.9572592,0.9984799
0.38072425,0.00038655393,0.0006504604
0.3456371,1.1185868,0.095591486
-0.47336823,1.2489088,0.2883643
0.7625991,3.7395961,0.84764344
0.35211784,0.018185988,0.030421088
-0.31753248,1.5338091,0.5000853
0.6131299,0.0024213037,0.0037237937
0.2198047,0.34374985,0.46114942
0.5155012,3.2636178,0.84797776
0.71349376,3.131642,0.7687008
-0.53148,1.6084348,0.6301309
1.0646592,6.364116,0.9796025
-0.019412454,0.033829223,0.06608594
0.96656716,1.7547476,0.37819925
-0.6991297,0.00038380432,0.0011555754
1.3526847,2.6219542,0.56359154
0.76720506,3.2730324,0.7789367
0.79094785,5.35177,0.995774
0.46670818,1.3549846,0.24525951
0.09047127,2.6082268,0.8528685
-0.514223,1.7256322,0.711444
1.0742981,6.2975693,0.97387046
0.68242276,0.048674356,0.06987292
0.1462987,0.0014935139,0.0027796088
0.3440712,0.00048107124,0.000821697
0.2581899,1.999009,0.5904257
-0.50081533,1.339549,0.38461566
0.78729403,3.9256477,0.86425906
0.29697683,1.1132544,0.09341485
-0.3063225,1.3745084,0.37197092
0.6705713,4.738921,0.98469144
-0.67981553,0.015806751,0.04627021
-0.054287516,1.3925086,0.3372672
0.23978178,2.947874,0.8816038
0.42390442,0.0006122162,0.0010122837
0.6008869,0.0046496415,0.007165838
0.66128314,2.2316437,0.5778496
-0.025280893,2.4670599,0.8571185
0.3466193,3.1649852,0.8873479
1.1733396,3.1177874,0.6733925
0.8948256,4.536026,0.89976543
0.836067,3.2167914,0.7535528
0.33400545,1.8655599,0.5183434
0.16552173,1.0377065,0.034185924
0.571289,1.9266062,0.49543753
-0.097440824,2.5375054,0.91374236
-0.3786215,0.010361846,0.025231495
-0.4396171,1.6754563,0.6443165
