1,2,3,4,5
0.97600204,1.0371565,0.9919143,1.1100652,0.92458194
1.0308706,1.0364296,1.0265771,1.0064803,1.0020108
0.98717535,1.0420973,0.94784194,1.044153,1.0364953
1.0058792,0.9182966,1.0854148,0.9993148,1.0571594
0.93876845,1.0216111,1.0189413,1.0595814,1.0929134
1.0346783,1.0616115,1.044723,0.99642646,0.87821734
0.96853954,0.95153844,0.993277,0.9871678,0.975162
1.0349824,0.9667396,0.92737913,0.978419,0.947028
0.91467303,0.9224065,0.9432905,1.0128912,1.0835632
1.0010996,0.93263274,0.9038918,0.9587475,0.9940905
1.0149302,1.0212058,1.0263926,0.9588496,1.0238048
0.96810603,0.97285837,0.94608086,0.95071113,1.040107
0.81882215,0.9249874,0.926997,0.9182109,0.9360038
0.9796495,0.9444543,1.0512669,1.0901525,0.98948103
0.8175137,1.0147687,0.9123048,0.9516685,0.9845964
0.91011167,0.9707028,0.93374383,0.99077135,1.0703431
0.9505205,0.9498065,0.9964691,1.0258836,0.95844644
1.0048517,0.9333716,1.0144866,0.91680413,1.0025079
0.9686363,0.96532845,1.0186104,1.0530738,1.0375015
0.9981188,0.96995246,1.037036,1.0537429,0.99350935
1.0199479,0.9575657,0.9951095,0.96045274,1.008543
0.8952504,0.8994513,0.9192313,1.0361079,0.9335888
0.95819736,0.9687005,1.0073819,0.9819553,0.9760978
0.9344085,0.9134682,0.9173818,0.96490955,0.9336185
0.9678193,0.9979942,0.9599683,0.9051883,1.0115523
0.96158576,1.0364327,1.0159581,0.99636364,1.0229677
1.0677696,0.9418255,0.95278573,1.0295427,0.91349703
1.018815,0.9860332,1.0421668,0.9835839,0.9964057
0.9973985,0.92628133,0.9761432,0.93281937,1.0546266
0.8947405,0.9537791,0.94524044,0.98920137,1.0107496
0.9270813,0.95064473,0.95444244,0.9213132,0.98417044
0.9092572,0.9026481,0.86949104,0.9816955,1.1151682
0.8909935,0.9927901,0.9765485,0.9059368,0.88397413
0.8863585,0.86349684,1.0101353,1.0290333,0.93454987
0.95147544,0.9482892,1.0719738,0.9142906,1.0911514
0.90854037,0.9039714,1.0721457,1.0274948,1.1115526
0.9592312,0.9418833,0.924713,1.0072947,0.920071
0.94232184,0.9669169,0.9392749,0.9246772,1.0501031
0.9566919,1.0244284,0.93151706,0.9485046,1.0840926
0.9557179,0.8858321,0.88750875,0.93959385,1.0273411
0.96987766,1.0422815,1.0176144,1.0017463,0.99051994
0.9561602,0.9890419,0.9822608,0.99238825,0.9355705
0.9474224,0.956521,0.93609786,1.07966,1.0179791
1.0624943,1.1295656,1.0457404,1.0102414,1.0197843
1.0534239,1.0152042,0.9571888,1.0222156,1.0144513
0.96317315,0.9493605,1.0470375,1.0177622,1.0380483
0.91857177,0.9789762,0.96933067,1.0560958,1.023
0.9519876,1.0097969,1.0240813,1.0235535,0.92978996
0.9352458,0.9791133,0.9468741,1.030016,1.0175834
1.0543549,0.9258952,0.94383925,1.0229528,1.045403
