eta,mi,S1
0.53210026,1.07383585e-05,2.7783512e-05
1.3643565,3.4235797,0.69662064
0.7399138,0.7085288,0.72614557
0.97736853,1.4579495,0.2778993
0.5355208,3.281505,0.77991724
0.566807,1.2098774,0.15756258
0.86975116,1.2850441,0.19314298
0.6309426,0.0015235565,0.0038460633
1.1508874,2.842884e-05,6.584757e-05
1.4474733,3.5485866e-06,7.931616e-06
1.2926264,10.92996,0.98802525
0.77198195,4.8692436,0.8871315
1.2027975,0.25666335,0.39014462
-0.2916844,4.3758817e-05,0.00014608391
1.0305114,0.0027326802,0.0064054397
0.63813996,8.583757e-06,2.1701719e-05
0.62924325,4.2013083,0.86240864
1.515422,0.16399825,0.2741193
1.1534045,5.6884384,0.87714887
1.2580248,0.042081088,0.0886604
0.6166636,2.003323,0.50895983
1.0444328,3.9749048,0.7817656
0.9358406,0.012653474,0.029523207
1.0431151,9.408138,0.9981153
1.0681652,8.709843,0.9809659
0.73346335,0.0046990733,0.01154633
1.5271726,2.8772078,0.61619675
0.8749784,2.2003946,0.5371806
1.005917,3.0373647,0.6812716
1.5331063,0.001437996,0.0031772659
0.9535607,8.657938,0.99733084
0.67603326,4.3309493,0.86485296
0.80288786,2.6114324e-06,6.39284e-06
1.1259897,9.400615,0.9860909
0.8694146,2.149315,0.5247431
0.7442382,5.906125,0.94777507
0.50858414,5.061769,0.94988376
0.59233063,0.0351433,0.08383002
1.2123637,7.761201e-06,1.7831031e-05
0.832133,2.2094948e-05,5.3801472e-05
0.65571135,1.8050008,0.43988174
1.1666116,0.61653364,0.63816637
1.2970216,7.5479445,0.92481595
1.1011387,1.8059496,0.40761325
1.3114152,7.962884,0.93359643
1.2292529,0.0055403244,0.012562059
1.1596763,0.28009304,0.41534775
0.50152093,0.00016221621,0.0004225349
0.63510406,1.2696097,0.19272056
0.55599064,0.06501707,0.1480678
1.0118369,0.38503084,0.5141289
0.534946,0.00052804686,0.0013639308
0.48691162,3.8422427,0.8556758
0.8410739,7.2269583,0.97964
0.5536869,0.018583406,0.04613438
0.8373307,5.923778,0.9323862
0.7817047,3.6771724,0.78755265
1.2627884,5.235358,0.842907
1.2857616,3.3946323,0.6998397
0.7576547,7.889781e-06,1.9477706e-05
1.0831078,2.294717e-05,5.3660453e-05
1.0584117,6.0553313e-05,0.00014210181
1.222784,3.4210017,0.70833546
1.1986649,4.300761,0.79123086
1.3606875,0.02383936,0.051345073
1.0477926,7.507323,0.9551779
0.7425704,5.5138702,0.9291722
0.428718,2.5964212,0.6834763
1.0682417,2.0563672,0.4842252
0.78994554,3.7394855,0.792825
1.0502532,5.8735843,0.8984103
0.9327399,7.846634e-05,0.00018777771
0.84375817,1.1685367e-05,2.8395843e-05
1.0079186,0.0028486946,0.0066989334
1.076261,0.013583374,0.03095591
-0.1284452,8.278342e-05,0.0002596535
1.4074241,1.4765948,0.27062887
1.0799398,8.779135,0.980705
1.0959812,8.700683,0.9768309
0.6532729,0.004281435,0.010699058
0.94522184,1.6165167,0.34788474
0.4637409,3.4980552,0.82129973
0.71934617,0.00016117847,0.00040073303
1.9365243,0.0048557715,0.010311625
1.3214083,2.7399695,0.60866195
1.2492253,8.205501,0.94635636
-0.31498498,0.23445572,0.53793013
1.0272013,2.0000095,0.47160423
0.5256175,0.08227933,0.18307485
-0.33788455,2.2989097,0.78939
0.6830416,2.9984134e-05,7.510811e-05
-0.30567062,0.00014109607,0.00047360134
-0.5915249,0.05654709,0.19338898
0.9997023,8.656852,0.99004227
-0.22659326,1.6968955,0.5161649
0.871553,5.2787724,0.8952906
1.2480127,2.4432445,0.56074315
0.7598078,1.6165614,0.3594328
1.0685306,2.6629338,0.6160589
0.6796282,0.00020874615,0.00052306755
1.705984,11.3546715,0.95277566
0.7338228,1.1459202,0.8633355
0.6111822,0.6703854,0.7282195
1.3957411,2.081041,0.47070178
1.1796435,3.3928961e-06,7.828676e-06
1.1140285,5.715719,0.88318807
1.2313254,5.4227535e-06,1.2428303e-05
1.2752486,1.5750048,0.31581706
1.4099716,0.004962175,0.0110264355
-0.33361727,2.1759698,0.74619746
1.3535055,1.3920496,0.23397337
1.07682,6.091246,0.90399927
0.832508,0.0096959425,0.023160083
1.2296093,6.987727,0.916587
1.3814245,0.05657199,0.114411086
0.66075236,0.06973089,0.15399832
0.737868,6.325946,0.9667816
1.2642814,7.348834,0.923121
0.8166757,1.9720936e-05,4.815462e-05
0.667007,2.3394213,0.59277755
0.7514933,9.733897e-06,2.4058432e-05
0.9957493,6.03843e-06,1.4307564e-05
1.427588,10.304287,0.96445745
0.2495394,0.00513684,0.014130921
1.0081704,4.6705084,0.83940816
0.5868974,0.0038747846,0.00982798
1.0929297,1.0087141,0.006743967
0.6930904,5.044495,0.9118371
1.1902426,1.9661787,0.4513497
