1,2,3,4,5
1.0913315,0.86942,0.7758337,1.0191177,1.006151
1.0907545,1.0339314,0.9730349,0.8395322,1.1285213
0.89989984,0.8040368,0.8829712,0.8960149,0.9691192
0.83905363,0.9140536,0.89427966,0.89904875,0.9683546
1.1761414,0.9695182,0.9103251,0.93118954,1.1878549
0.962091,1.0922325,1.1038426,0.95873606,1.0341492
1.0156223,1.1050222,1.2375234,1.1311116,1.1621642
0.9340906,1.0867778,1.1138866,1.0602089,1.1410528
0.9127917,1.1630087,0.91168314,0.89697057,1.061283
0.83700377,0.85738516,0.8979093,0.9251604,1.0002232
0.9364192,1.154708,1.0659834,1.0299562,1.0719316
0.9756,1.0565656,0.9839092,1.0449126,1.1756272
0.9185858,0.95542705,1.0065404,1.3912866,1.0555066
0.855115,0.9279506,0.92320263,0.9225723,1.0701667
1.099014,0.8143141,1.1995044,1.3915604,0.9419543
0.8219962,0.8485289,0.96943504,0.91745865,1.1093802
1.0765729,1.0203601,0.9365846,0.90273315,0.93717045
1.0528665,0.8678065,0.9327114,1.0277852,1.1695232
1.0328505,1.0654705,0.8722491,1.0631546,0.98606575
1.1735334,1.038192,1.0886626,1.0457455,1.3050923
1.148354,1.2292986,0.9185024,1.082182,1.1620489
1.2058468,1.1146504,1.0300671,1.072554,1.0075451
0.9329379,0.8673666,0.96944267,0.9770131,0.96335
0.98792785,1.1993736,0.99679047,1.1413765,1.305831
1.0579062,0.77161515,1.1003584,0.90900046,1.1447397
1.017515,0.83145005,0.915994,1.1488417,0.9371311
0.8737369,1.0446461,0.8794322,1.1699787,1.1631941
0.9260562,1.0242136,1.1852214,1.2741486,1.2533368
1.0374564,1.171899,0.9648945,1.0552429,1.2879024
1.2119877,1.2580003,1.1894797,1.181294,1.336462
0.9271949,1.1456145,1.1081715,1.2073413,1.2636157
0.96069396,0.9331883,1.0433078,0.88113934,0.856962
0.8649545,1.0361816,1.1465695,0.97147846,1.0871193
0.76253766,0.8134404,1.005824,1.0206273,0.9529874
0.970609,1.0035458,1.0026075,1.0929455,0.9591482
1.0898123,0.9450511,1.3662515,0.89780474,1.1537422
1.0584228,1.0675815,0.9107312,0.95574343,1.3492844
1.177188,1.0429031,1.0758603,0.983125,0.91235006
0.83001876,0.90816027,1.0886337,1.2121633,1.3365425
0.98978204,0.8196452,0.9872018,0.8848757,0.8917053
