eta,mi,S1
-0.12288889,1.8234775,0.93115443
0.6997514,2.1046681,0.5486983
-0.044979505,0.39371482,0.41182822
0.035620533,0.12616459,0.12174964
-3.0156143,1.0081345,0.16595718
0.14278848,0.0038562848,0.0033431577
0.43373966,2.2882502,0.8348904
-1.8141525,7.628407e-05,0.00046806943
0.45638543,0.07033295,0.044560816
-1.7413412,7.620929e-05,0.00043477325
0.76477474,2.9394445,0.9026927
1.1362677,0.00524681,0.0016843044
-0.033887587,1.8584008,0.8879883
-2.5429895,0.0018482564,0.023505447
0.7955257,1.8287765,0.8254071
0.61436063,2.3190823,0.7136059
-2.2339165,0.07726009,0.7213281
-1.6590148,0.0020911917,0.010987397
0.5022689,2.6036334,0.9704485
0.64491504,1.8251634,0.4329691
-2.3985004,0.08212114,0.9038794
0.3354027,1.5280153,0.37755734
0.83475584,3.142008,0.9295897
0.5494684,1.037801,0.02182092
0.81915164,2.43407,0.6321459
1.1953987,3.9604213,0.89577407
-2.524358,0.063166514,0.7885
-0.31573424,0.0014771854,0.002025614
-0.17228572,1.6270634,0.74496216
-1.8371712,0.0012962205,0.008138646
-0.058273233,0.16025041,0.16986617
0.80575466,0.003316116,0.001481477
0.29526615,2.3426418,0.9993731
-0.7017406,1.3990775,0.8050435
0.5476476,0.40968993,0.23692724
-0.16370073,1.3164922,0.37278402
-0.013566608,1.8345095,0.84590805
-1.5358078,0.00012167657,0.00056519697
0.5918607,2.507133,0.8338918
0.5978539,0.0069225095,0.0038073158
-0.5068318,0.12649672,0.20998754
-2.5479984,0.0012461477,0.01592763
-0.34960565,0.0003416074,0.00048457287
0.49197376,0.4432488,0.27101046
-0.8120008,1.3617897,0.81489867
-0.8149541,0.25534612,0.5768453
-1.8043514,1.1229987,0.7473439
1.2860718,0.79175484,0.21880479
-1.9936887,0.03292017,0.2417186
-0.15861489,1.491958,0.576519
-3.057771,0.0244045,0.5193295
-0.38409814,1.6575762,0.96551234
0.6518857,0.3292004,0.1715339
0.23490301,1.1349952,0.8973812
0.17839918,1.1235654,0.93998426
0.3094837,1.9829867,0.72134095
0.55491036,2.740549,0.9992905
-0.032123774,0.2695409,0.27834016
-1.7317913,0.0013626056,0.0076997667
0.5836054,2.5430174,0.8608238
0.006075776,0.7030924,0.69883347
0.030471083,1.7945044,0.7706602
-1.5255941,0.028175808,0.12954883
0.6498202,2.875831,0.9794457
-0.9722,0.038555004,0.101929955
0.922545,3.0114243,0.7995534
0.3807191,1.9592428,0.65551764
-1.8200746,1.0488186,0.3013238
-0.39132795,1.4024549,0.59520787
1.6392403,0.19487844,0.037831258
-1.9523616,0.043094452,0.3036136
0.6716763,2.661002,0.84852535
0.04552249,2.0395932,0.9933293
