eta,mi,S1
0.20890087,0.004793149,0.003889524
0.021677393,1.9451603,0.9248922
0.7232537,2.7843404,0.86571044
0.792996,2.4170432,0.64119375
-0.49775317,1.4097536,0.6740532
0.8609751,3.057366,0.86975074
0.45694584,2.4275122,0.9039217
1.1012081,0.0048629385,0.0016167773
0.7099041,1.151232,0.074359484
0.13631617,0.103419796,0.09024067
-2.631263,9.566853e-05,0.0013289605
0.9159882,2.8897161,0.7561151
0.04169912,0.06929082,0.06646086
-0.22832373,1.4543347,0.57086796
0.021243747,0.0021737134,0.0021280225
0.31552285,1.3975353,0.28996518
0.34934115,0.13198255,0.09306783
0.42881638,2.0969548,0.71442425
0.44159207,0.36852637,0.23696683
-1.2843455,1.250445,0.9046832
0.806396,1.4149375,0.18525478
0.95797837,3.470857,0.9479881
-2.8156493,0.00014292485,0.0023874193
-1.8308975,0.00022947139,0.0014317831
-0.66178215,1.4635228,0.89842004
0.6538217,2.7567792,0.9136208
-0.4369109,0.28543535,0.44183055
-2.437268,0.016194807,0.18529674
0.57144207,0.4411556,0.2491252
-1.1342369,0.017796585,0.055326033
0.048333675,0.0020574573,0.0019603777
-1.8063267,0.008114681,0.049402524
-0.123155676,0.22751474,0.25733295
-2.8345492,0.00069705053,0.0118657
0.40028638,1.111973,0.075036325
0.54137254,2.3180647,0.76704645
-0.1772983,0.43876845,0.5238839
0.42013082,1.7732506,0.5079954
0.43516704,1.764587,0.49480754
0.47432044,2.4935517,0.92944896
-2.630183,0.0003328148,0.004618241
0.57027215,2.2416625,0.70200056
0.41670358,0.018195814,0.0119949775
0.31072196,2.275237,0.93464386
1.055994,2.158644,0.40303025
-2.3213603,1.0343683,0.35019606
-2.2314024,0.009851153,0.09174298
0.1376226,1.5070566,0.44186312
-1.1716534,0.0042771827,0.0138038555
0.7600372,1.8723894,0.40797207
0.0048719645,0.14718121,0.1464659
0.2579491,1.7105399,0.5489877
0.50594324,0.0020287796,0.0012232256
0.4192452,1.3955237,0.2600738
0.60612833,2.3473604,0.7349293
-0.37079084,1.6187453,0.8964878
0.4922327,2.3720098,0.8386549
0.9746668,1.487394,0.56122065
-0.4176989,0.0075104567,0.011404353
0.68612546,0.014221002,0.007160605
-0.35472077,0.0064421534,0.009185109
0.66009533,2.612103,0.8331381
0.08132963,0.020016309,0.01845283
0.09266032,1.7724264,0.7040691
-2.3309596,0.00032753486,0.003369616
-0.7606001,0.028478725,0.06093193
0.7752956,0.24918935,0.11476854
-3.3563528,1.0069293,0.19876263
0.6131482,2.4371977,0.7784481
0.9608158,2.7351568,0.66383743
0.9440277,1.8786123,0.34183088
-2.805045,0.00011705985,0.0019347438
1.0020608,0.95685303,0.3512819
-0.21688274,1.5316982,0.6604747
-3.6933146,6.100189e-05,0.0024509218
-0.2801504,0.053757153,0.07113839
1.0532664,3.5581224,0.8922643
0.11848912,1.9358187,0.83125174
-0.07493353,1.813654,0.8769663
0.58881265,2.6543465,0.91813886
0.35036784,0.010410854,0.007333707
-0.007778961,1.8080727,0.81438315
0.6022774,1.5189838,0.28417644
0.31338346,2.2746773,0.9317503
0.59326446,2.1392307,0.62944853
0.6781454,1.3736773,0.6972201
0.6831943,2.6457925,0.8311273
0.42791194,0.56752604,0.36995256
1.0102174,1.0845166,0.030775888
-2.0493128,0.030826082,0.23928946
-0.30550054,1.0304086,0.04127374
-0.99566317,0.008936975,0.02418809
-2.1965287,0.0026961481,0.024248453
0.7276172,2.621538,0.7832979
0.47742707,1.1153538,0.07156294
-1.1324852,0.12667665,0.39312312
0.24277323,1.4048258,0.31756535
-0.5046205,0.0061219987,0.010140214
0.2703879,0.026914585,0.020538073
0.5466289,2.0841308,0.6276012
-0.079696715,0.048804775,0.05285355
-0.37903294,0.029868364,0.04363383
0.23883912,1.2597804,0.20458788
0.9543939,3.3086333,0.8889287
-3.5167017,0.0011950411,0.040240835
0.7221183,1.4775949,0.23197845
0.610489,2.592866,0.86506206
-0.13117443,1.467331,0.53283525
-0.4525833,0.23941045,0.37644154
0.78801346,1.764338,0.3475806
-0.27508327,0.0049751387,0.0065504685
-0.9960449,0.02639394,0.071462974
0.6223022,2.7891192,0.9602337
-1.6992213,0.0059402017,0.03249104
-0.90610147,0.0021593682,0.005343694
-0.3723789,0.0053435224,0.007754427
0.9263364,0.5226007,0.20695084
0.5797957,2.7196841,0.96304506
0.6773414,0.03584457,0.018207809
1.0517265,1.3911556,0.48597813
-0.51709807,1.2397802,0.40214828
-2.4497533,0.00029627123,0.0034324469
-0.32834655,1.2665946,0.37021196
