1,2,3,4,5
0.88541114,0.82992303,0.9833878,0.9923778,0.8892012
0.90083224,0.8680044,0.7910072,1.166619,0.998239
0.7761042,0.90772384,0.85524213,0.834328,0.92453045
1.2308017,1.0205343,0.92765796,1.0049819,0.782418
0.83464104,1.0484813,0.9106209,1.309887,1.0428411
0.8528648,0.88872826,0.82066774,0.9484262,0.78726506
0.61972904,0.7596406,0.98590964,1.10646,1.1389157
1.0333369,0.98225904,1.0349905,0.9264891,0.64713436
0.9429024,1.0246359,1.2724528,1.2515502,1.1035525
0.88127244,0.83551496,0.84373343,0.8438296,1.2181436
0.8353815,0.9683903,1.0248028,1.0653486,0.9932034
0.83152604,0.89696884,0.69677055,0.96415484,1.0133684
0.87242854,0.8195745,1.1713016,1.0919452,1.1514819
0.72249246,0.9214737,0.85789657,0.8714607,0.91570014
0.78984755,0.79966366,1.0616314,1.1886065,1.0172286
0.8672625,0.9317492,0.83705884,0.9981208,0.9173854
0.84038526,0.91717637,0.92611337,1.0639554,1.0231496
0.60532063,0.867049,0.8277013,0.908618,0.9701936
1.1755391,1.1620244,1.0824138,1.3228167,1.0071476
0.9511529,1.0244057,0.89899343,0.79824007,0.80033076
0.82071215,1.0225723,1.0681146,0.95606774,1.1564342
0.75285244,0.83915263,0.95978713,0.98480916,1.1754537
1.0283396,1.1671942,0.94322723,1.0415016,1.1559162
0.94051176,0.86569715,1.094857,1.1342077,1.1420897
1.0914984,1.083221,0.93013257,0.9767574,0.9363619
0.82541895,0.9677488,1.1181616,1.1198666,1.0553325
0.9819545,0.90821403,1.1257538,1.2213997,1.2662586
1.1752802,1.0328846,1.1149892,1.0163126,1.2812216
0.7443193,0.8957763,0.9282427,0.96849614,0.93350285
0.921247,1.1794078,1.1647162,1.350244,1.2421945
1.0271351,0.9795087,1.162504,1.222918,1.0478697
0.80152845,0.8727509,0.8586224,0.79783154,0.7047445
0.8408689,0.9093898,0.9360044,1.0680505,0.93918127
1.0234257,0.98829997,1.0566089,1.0307254,1.2810977
0.9287581,1.2651279,1.1037354,1.0485849,1.3932832
0.8751445,1.0675964,1.2319677,1.097112,1.1768776
0.8332538,1.0264058,0.9996861,0.85646915,1.0614012
0.79472566,1.0433137,0.9117852,0.92017174,1.0947403
0.78819484,0.7359114,0.8956547,1.0253218,0.9429893
0.8401921,0.77481765,1.018774,1.0471779,1.1887236
1.1837277,0.9582789,0.96188724,1.0032247,1.0467111
0.8899459,0.8284757,0.89033693,1.1332296,0.92880917
0.8363209,0.949301,0.9540373,0.8357639,0.8179836
1.0460634,0.8648224,1.0144877,1.1025549,1.2100763
0.97503823,1.0460831,1.0403749,0.88843805,0.87625426
0.94418234,0.9301935,1.0774521,0.99409235,0.8982433
0.76880854,0.86415094,0.83236647,1.1167852,0.9281012
0.8705346,0.95205307,0.99661964,0.7280041,0.8224955
0.83477515,0.98110837,0.9464337,0.9182084,1.1813622
0.743682,0.81337935,0.8869939,1.0696511,0.951239
0.71798927,1.0163713,0.93925226,1.0435288,0.94010305
0.6708489,0.8608488,0.8792566,0.8185956,1.027769
1.0183129,0.8492436,0.9571232,0.99617344,1.0764554
0.74331003,0.82564205,0.9987635,0.968679,1.1724445
0.8385747,1.0109254,1.1167309,1.0401173,1.2932932
0.7606618,1.021466,0.9545219,1.0400156,1.0679116
0.7252349,0.83147615,0.9608194,1.057393,1.2476074
0.9671038,1.0387385,0.9219366,0.9396676,1.014132
0.8909604,0.89190376,0.90495056,0.9289287,1.1116947
0.9835282,1.1067458,1.0018039,0.97636026,0.74316275
0.9984301,0.887557,1.2116808,1.0444854,1.1666917
0.71152276,0.8899457,0.76354104,0.84051657,0.7588867
0.840255,1.0284568,1.0704045,1.0392689,1.3752683
0.7882963,1.0539292,1.3868026,1.0149059,1.0090597
0.7778573,0.8822834,0.8784254,1.0541005,1.0131366
1.0364748,1.0174718,1.0615315,0.9357219,0.8527334
0.6461084,0.7492828,0.93047124,1.0214076,0.9768351
0.9418765,0.80306065,0.9370047,1.1413124,1.0856051
0.78109103,0.94879735,0.9788192,1.1290107,1.0493016
1.1233766,1.1320816,1.0265598,1.1381836,1.0661538
0.8447277,0.96595615,1.10517,1.1913754,1.0851046
0.8157437,0.8460912,0.9439308,0.7425777,0.9130233
0.8793561,0.9421046,0.8804839,1.0702724,0.9982227
0.696511,0.7783452,1.0367603,1.0159289,0.9356749
0.77470684,1.02819,0.93831426,0.9605226,0.96132237
0.82819957,1.0090016,1.113843,0.989406,1.2997142
1.0022454,1.0371962,0.93305784,0.97073305,1.0928861
0.7256106,1.1120133,0.9798132,1.0044663,1.2317153
0.7957195,0.9796001,0.87221396,0.7529736,0.7752911
0.76510936,0.99065375,1.0031952,1.0585608,1.3442438
1.131575,0.97371507,1.0080723,0.8727428,1.4755493
0.8295284,0.910838,0.90631825,1.1136547,1.2450056
0.81894916,0.9884852,0.8995207,0.87690324,1.03355
0.68932545,0.88756067,0.94131446,1.0525179,0.98831755
0.9974099,1.0949687,0.9183048,1.0057236,1.0295925
0.91617,0.9525748,0.99997824,1.0490236,0.85479474
0.66344887,0.87059,0.90646493,1.0037531,1.0157154
1.0255523,1.0276353,1.0625608,1.0948195,1.0440409
0.9460759,0.81921875,0.67276424,1.0088111,1.1398185
0.882992,0.95492584,1.0091081,0.961211,0.84735036
0.8410738,0.9667332,1.0721537,1.2460152,1.0616531
0.9859301,1.1110821,1.0781485,1.1265719,1.1682837
0.74161285,0.879877,0.9142679,1.1745005,0.9749833
0.7682308,1.032981,1.0023625,0.9858202,1.1459293
1.0498554,0.9842733,1.2683392,1.0037929,1.2095155
0.9092539,0.9418137,1.0547882,1.0792544,1.2419196
0.70902884,1.02079,0.9903635,1.0229956,0.94539803
0.8391401,1.0536145,1.0100795,1.185056,1.2457323
0.78709656,0.92711204,1.0216708,0.87862134,0.93784064
0.9682203,1.181309,1.3579936,1.1885254,1.1534601
